Noncandidate Committee Name,Candidate Name,CC Reg No,Candidate Committee Name,Date,Amount,Non-Monetary (Yes or No),Reg No,Election Period,Office,District,County,Party
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,22,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,22,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","English, Kalani",CC10140,J. Kalani English Election Committee,09/24/2015,$1000.00,N,NC20569,2014-2016,Senate,7,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Espero, William",CC10229,Friends of Will Espero,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,19,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Espero, William",CC10229,Friends of Will Espero,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,19,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Evans, Cindy",CC10236,Cindy Evans for State Representative,09/21/2015,$500.00,N,NC20569,2014-2016,House,7,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Evans, Cindy",CC10236,Cindy Evans for State Representative,06/29/2016,$1000.00,N,NC20569,2014-2016,House,7,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,06/29/2016,$500.00,N,NC20569,2014-2016,House,36,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Galuteria, Brickwood",CC10321,Friends For Brickwood,09/21/2015,$500.00,N,NC20569,2014-2016,Senate,12,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Har, Sharon",CC10243,Friends of Sharon Har,09/21/2015,$500.00,N,NC20569,2014-2016,House,42,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Har, Sharon",CC10243,Friends of Sharon Har,06/29/2016,$500.00,N,NC20569,2014-2016,House,42,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Hashem, Mark",CC10626,Friends of Mark Hashem,09/21/2015,$500.00,N,NC20569,2014-2016,House,18,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,09/21/2015,$500.00,N,NC20569,2014-2016,House,13,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Hashem, Mark",CC10626,Friends of Mark Hashem,06/29/2016,$500.00,N,NC20569,2014-2016,House,18,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Ilagan, Greggor",CC10819,Friends of Greggor,08/08/2016,$1000.00,N,NC20569,2014-2016,Senate,2,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Ito, Ken",CC10180,Friends of Ken Ito,09/21/2015,$500.00,N,NC20569,2014-2016,House,49,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Ito, Ken",CC10180,Friends of Ken Ito,06/29/2016,$1000.00,N,NC20569,2014-2016,House,49,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Johanson, Aaron",CC10612,Friends of Aaron Johanson,09/21/2015,$500.00,N,NC20569,2014-2016,House,31,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Johanson, Aaron",CC10612,Friends of Aaron Johanson,06/29/2016,$500.00,N,NC20569,2014-2016,House,31,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Jordan, Jo",CC10803,Friends of Jo Jordan,09/21/2015,$500.00,N,NC20569,2014-2016,House,44,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Jordan, Jo",CC10803,Friends of Jo Jordan,06/29/2016,$1000.00,N,NC20569,2014-2016,House,44,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Kahele, Gilbert",CC10801,Friends of Gil Kahele,04/15/2016,$-1000.00,N,NC20569,2014-2016,Senate,1,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Kahele, Kaialii",CC11209,Friends of Kaiali'i Kahele,06/29/2016,$4000.00,N,NC20569,2014-2016,Senate,1,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,5,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,5,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,09/21/2015,$500.00,N,NC20569,2014-2016,House,48,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,06/29/2016,$500.00,N,NC20569,2014-2016,House,48,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Kidani, Michelle",CC10494,Friends of Michelle Kidani,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,18,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Kouchi, Ron",CC10226,Kouchi for Senate,09/21/2015,$500.00,N,NC20569,2014-2016,Senate,8,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Kouchi, Ron",CC10226,Kouchi for Senate,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,8,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Luke, Sylvia",CC10186,Friends of Sylvia Luke,09/21/2015,$1000.00,N,NC20569,2014-2016,House,25,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Luke, Sylvia",CC10186,Friends of Sylvia Luke,06/29/2016,$1000.00,N,NC20569,2014-2016,House,25,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Matsumoto, Lauren",CC10863,Friends of Lauren Matsumoto,09/21/2015,$500.00,N,NC20569,2014-2016,House,45,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Matsumoto, Lauren",CC10863,Friends of Lauren Matsumoto,06/29/2016,$500.00,N,NC20569,2014-2016,House,45,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","McDermott, Bob",CC10923,Bob McDermott for State House,09/21/2015,$500.00,N,NC20569,2014-2016,House,40,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","McDermott, Bob",CC10923,Bob McDermott for State House,06/29/2016,$500.00,N,NC20569,2014-2016,House,40,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Morikawa, Daynette",CC10631,Friends of D. Morikawa,09/21/2015,$500.00,N,NC20569,2014-2016,House,16,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Morikawa, Daynette",CC10631,Friends of D. Morikawa,06/29/2016,$500.00,N,NC20569,2014-2016,House,16,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Nakashima, Mark",CC10352,Friends of Mark Nakashima,06/29/2016,$500.00,N,NC20569,2014-2016,House,1,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Nishihara, Clarence",CC10159,Friends of Clarence Nishihara,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,17,,Democrat
American Beverage Association,"Jordan, Jo",CC10803,Friends of Jo Jordan,04/14/2016,$200.00,N,NC20586,2014-2016,House,44,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Riviere, Gil",CC10386,Friends for Gil Riviere,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,23,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,06/29/2016,$500.00,N,NC20569,2014-2016,House,4,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Shimabukuro, Maile",CC10201,Friends of Maile Shimabukuro,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,21,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Souki, Joseph",CC10259,Friends of Joseph Souki,09/21/2015,$1000.00,N,NC20569,2014-2016,House,8,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Souki, Joseph",CC10259,Friends of Joseph Souki,06/29/2016,$1000.00,N,NC20569,2014-2016,House,8,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Yamane, Ryan",CC10235,Friends of Ryan Yamane,09/21/2015,$500.00,N,NC20569,2014-2016,House,37,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Yamane, Ryan",CC10235,Friends of Ryan Yamane,06/29/2016,$500.00,N,NC20569,2014-2016,House,37,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,09/21/2015,$500.00,N,NC20569,2014-2016,House,12,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,06/29/2016,$500.00,N,NC20569,2014-2016,House,12,,Democrat
American Beverage Association,"Aquino, Henry",CC10375,Friends of Henry Aquino,07/21/2015,$200.00,N,NC20586,2014-2016,House,38,,Democrat
American Beverage Association,"Aquino, Henry",CC10375,Friends of Henry Aquino,03/30/2016,$200.00,N,NC20586,2014-2016,House,38,,Democrat
American Beverage Association,"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,05/04/2016,$300.00,N,NC20586,2014-2016,Senate,6,,Democrat
American Beverage Association,"Cullen, Ty",CC10466,Friends of Ty  Cullen,07/21/2015,$200.00,N,NC20586,2014-2016,House,39,,Democrat
American Beverage Association,"Cullen, Ty",CC10466,Friends of Ty  Cullen,03/30/2016,$200.00,N,NC20586,2014-2016,House,39,,Democrat
American Beverage Association,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,22,,Democrat
American Beverage Association,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,06/20/2016,$300.00,N,NC20586,2014-2016,Senate,22,,Democrat
American Beverage Association,"English, Kalani",CC10140,J. Kalani English Election Committee,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,7,,Democrat
American Beverage Association,"English, Kalani",CC10140,J. Kalani English Election Committee,03/23/2016,$250.00,N,NC20586,2014-2016,Senate,7,,Democrat
American Beverage Association,"Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,07/21/2015,$150.00,N,NC20586,2014-2016,House,36,,Republican
American Beverage Association,"Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,06/29/2016,$150.00,N,NC20586,2014-2016,House,36,,Republican
American Beverage Association,"Galuteria, Brickwood",CC10321,Friends For Brickwood,07/21/2015,$250.00,N,NC20586,2014-2016,Senate,12,,Democrat
American Beverage Association,"Galuteria, Brickwood",CC10321,Friends For Brickwood,06/20/2016,$250.00,N,NC20586,2014-2016,Senate,12,,Democrat
American Beverage Association,"Har, Sharon",CC10243,Friends of Sharon Har,07/21/2015,$200.00,N,NC20586,2014-2016,House,42,,Democrat
American Beverage Association,"Har, Sharon",CC10243,Friends of Sharon Har,06/29/2016,$200.00,N,NC20586,2014-2016,House,42,,Democrat
American Beverage Association,"Hashem, Mark",CC10626,Friends of Mark Hashem,07/21/2015,$200.00,N,NC20586,2014-2016,House,18,,Democrat
American Beverage Association,"Hashem, Mark",CC10626,Friends of Mark Hashem,04/14/2016,$200.00,N,NC20586,2014-2016,House,18,,Democrat
American Beverage Association,"Ige, David",CC10147,David Ige for Governor,07/21/2015,$450.00,N,NC20586,2014-2016,Governor,,,Democrat
American Beverage Association,"Ige, David",CC10147,David Ige for Governor,06/02/2016,$400.00,N,NC20586,2014-2016,Governor,,,Democrat
American Beverage Association,"Ilagan, Greggor",CC10819,Friends of Greggor,08/05/2016,$300.00,N,NC20586,2014-2016,Senate,2,,Democrat
American Beverage Association,"Ito, Ken",CC10180,Friends of Ken Ito,07/21/2015,$200.00,N,NC20586,2014-2016,House,49,,Democrat
American Beverage Association,"Johanson, Aaron",CC10612,Friends of Aaron Johanson,07/21/2015,$200.00,N,NC20586,2014-2016,House,31,,Democrat
American Beverage Association,"Johanson, Aaron",CC10612,Friends of Aaron Johanson,03/28/2016,$200.00,N,NC20586,2014-2016,House,31,,Democrat
American Beverage Association,"Kahele, Gilbert",CC10801,Friends of Gil Kahele,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,1,,Democrat
American Beverage Association,"Kahele, Gilbert",CC10801,Friends of Gil Kahele,03/22/2016,$-300.00,N,NC20586,2014-2016,Senate,1,,Democrat
American Beverage Association,"Kahele, Kaialii",CC11209,Friends of Kaiali'i Kahele,04/27/2016,$250.00,N,NC20586,2014-2016,Senate,1,,Democrat
American Beverage Association,"Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,5,,Democrat
American Beverage Association,"Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,06/29/2016,$250.00,N,NC20586,2014-2016,Senate,5,,Democrat
American Beverage Association,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,18,,Democrat
American Beverage Association,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,06/20/2016,$300.00,N,NC20586,2014-2016,Senate,18,,Democrat
American Beverage Association,"Kouchi, Ron",CC10226,Kouchi for Senate,07/21/2015,$400.00,N,NC20586,2014-2016,Senate,8,,Democrat
American Beverage Association,"Kouchi, Ron",CC10226,Kouchi for Senate,05/31/2016,$400.00,N,NC20586,2014-2016,Senate,8,,Democrat
American Beverage Association,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,07/21/2015,$350.00,N,NC20586,2014-2016,House,25,,Democrat
American Beverage Association,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,03/28/2016,$300.00,N,NC20586,2014-2016,House,25,,Democrat
American Beverage Association,"McKelvey, Angus",CC10264,McKelvey for House,07/21/2015,$250.00,N,NC20586,2014-2016,House,10,,Democrat
American Beverage Association,"McKelvey, Angus",CC10264,McKelvey for House,04/11/2016,$300.00,N,NC20586,2014-2016,House,10,,Democrat
American Beverage Association,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,07/21/2015,$200.00,N,NC20586,2014-2016,House,16,,Democrat
American Beverage Association,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,04/11/2016,$200.00,N,NC20586,2014-2016,House,16,,Democrat
American Beverage Association,"Nishihara, Clarence",CC10159,Friends of Clarence Nishihara,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,17,,Democrat
American Beverage Association,"Nishihara, Clarence",CC10159,Friends of Clarence Nishihara,06/20/2016,$250.00,N,NC20586,2014-2016,Senate,17,,Democrat
American Beverage Association,"Oshiro, Marcus",CC10191,Friends of Marcus R. Oshiro,07/21/2015,$200.00,N,NC20586,2014-2016,House,46,,Democrat
American Beverage Association,"Oshiro, Marcus",CC10191,Friends of Marcus R. Oshiro,06/20/2016,$200.00,N,NC20586,2014-2016,House,46,,Democrat
American Beverage Association,"Saiki, Scott",CC10197,Friends of Scott Saiki,07/21/2015,$300.00,N,NC20586,2014-2016,House,26,,Democrat
American Beverage Association,"Saiki, Scott",CC10197,Friends of Scott Saiki,04/19/2016,$300.00,N,NC20586,2014-2016,House,26,,Democrat
American Beverage Association,"Souki, Joseph",CC10259,Friends of Joseph Souki,07/21/2015,$350.00,N,NC20586,2014-2016,House,8,,Democrat
American Beverage Association,"Souki, Joseph",CC10259,Friends of Joseph Souki,04/25/2016,$350.00,N,NC20586,2014-2016,House,8,,Democrat
American Beverage Association,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,24,,Democrat
American Beverage Association,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,05/04/2016,$300.00,N,NC20586,2014-2016,Senate,24,,Democrat
American Beverage Association,"Tsutsui, Shan",CC10238,Shan's Friends,07/21/2015,$250.00,N,NC20586,2014-2016,Lt. Governor,,,Democrat
American Beverage Association,"Tsutsui, Shan",CC10238,Shan's Friends,06/20/2016,$250.00,N,NC20586,2014-2016,Lt. Governor,,,Democrat
American Beverage Association,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,05/31/2016,$250.00,N,NC20586,2014-2016,Senate,15,,Democrat
American Beverage Association,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,07/21/2015,$300.00,N,NC20586,2014-2016,Senate,15,,Democrat
American Beverage Association,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,07/21/2015,$150.00,N,NC20586,2014-2016,House,37,,Democrat
American Beverage Association,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,03/30/2016,$200.00,N,NC20586,2014-2016,House,37,,Democrat
American Beverage Association,"Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,07/21/2015,$200.00,N,NC20586,2014-2016,House,12,,Democrat
American Beverage Association,"Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,06/20/2016,$200.00,N,NC20586,2014-2016,House,12,,Democrat
American Chemistry Council,"Creagan, Richard",CC11027,Friends of Richard Creagan,02/17/2015,$1000.00,N,NC20576,2014-2016,House,5,,Democrat
American Council of Engineering Companies of Hawaii,"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,04/27/2015,$200.00,N,NC20211,2014-2016,Senate,6,,Democrat
American Council of Engineering Companies of Hawaii,"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,04/26/2016,$200.00,N,NC20211,2014-2016,Senate,6,,Democrat
American Council of Engineering Companies of Hawaii,"Espero, William",CC10229,Friends of Will Espero,04/28/2015,$100.00,N,NC20211,2014-2016,Senate,19,,Democrat
American Council of Engineering Companies of Hawaii,"Espero, William",CC10229,Friends of Will Espero,04/11/2016,$100.00,N,NC20211,2014-2016,Senate,19,,Democrat
American Council of Engineering Companies of Hawaii,"McKelvey, Angus",CC10264,McKelvey for House,04/27/2015,$200.00,N,NC20211,2014-2016,House,10,,Democrat
American Council of Engineering Companies of Hawaii,"McKelvey, Angus",CC10264,McKelvey for House,05/17/2016,$200.00,N,NC20211,2014-2016,House,10,,Democrat
American Council of Engineering Companies of Hawaii,"Souki, Joseph",CC10259,Friends of Joseph Souki,03/16/2015,$200.00,N,NC20211,2014-2016,House,8,,Democrat
American Council of Engineering Companies of Hawaii,"Souki, Joseph",CC10259,Friends of Joseph Souki,03/14/2016,$100.00,N,NC20211,2014-2016,House,8,,Democrat
American Council of Engineering Companies of Hawaii,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/27/2015,$200.00,N,NC20211,2014-2016,Senate,24,,Democrat
American Council of Engineering Companies of Hawaii,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/26/2016,$100.00,N,NC20211,2014-2016,Senate,24,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,04/23/2015,$500.00,N,NC20011,2014-2016,Senate,6,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,04/26/2016,$1000.00,N,NC20011,2014-2016,Senate,6,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,01/05/2016,$500.00,N,NC20011,2014-2016,Senate,22,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"English, Kalani",CC10140,J. Kalani English Election Committee,04/23/2015,$200.00,N,NC20011,2014-2016,Senate,7,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"English, Kalani",CC10140,J. Kalani English Election Committee,03/15/2016,$1000.00,N,NC20011,2014-2016,Senate,7,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Gabbard, Mike",CC10279,Mike Gabbard - State Senate,01/05/2016,$150.00,N,NC20011,2014-2016,Senate,20,,Democrat
Automated HealthCare Solutions,"Ige, David",CC10147,David Ige for Governor,06/16/2016,$1500.00,N,NC20308,2014-2016,Governor,,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,01/05/2016,$500.00,N,NC20011,2014-2016,Senate,5,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Kouchi, Ron",CC10226,Kouchi for Senate,01/05/2016,$1000.00,N,NC20011,2014-2016,Senate,8,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Kouchi, Ron",CC10226,Kouchi for Senate,04/26/2016,$1000.00,N,NC20011,2014-2016,Senate,8,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Luke, Sylvia",CC10186,Friends of Sylvia Luke,01/07/2016,$1000.00,N,NC20011,2014-2016,House,25,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"McKelvey, Angus",CC10264,McKelvey for House,04/23/2015,$500.00,N,NC20011,2014-2016,House,10,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Nakashima, Mark",CC10352,Friends of Mark Nakashima,01/07/2016,$200.00,N,NC20011,2014-2016,House,1,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Saiki, Scott",CC10197,Friends of Scott Saiki,01/07/2016,$1000.00,N,NC20011,2014-2016,House,26,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/23/2015,$200.00,N,NC20011,2014-2016,Senate,24,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/26/2016,$1000.00,N,NC20011,2014-2016,Senate,24,,Democrat
"Aqua-Aston Hospitality, LLC","Caldwell, Kirk",CC10224,Caldwell for Mayor,04/21/2016,$1000.00,N,NC20606,2014-2016,Mayor,,Honolulu,Non-Partisan
Associations Inc. PAC (Associa PAC),"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,04/21/2015,$500.00,N,NC20301,2014-2016,Senate,6,,Democrat
Associations Inc. PAC (Associa PAC),"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,09/22/2015,$1446.59,Y,NC20301,2014-2016,Senate,6,,Democrat
Associations Inc. PAC (Associa PAC),"Cullen, Ty",CC10466,Friends of Ty  Cullen,09/14/2015,$100.00,N,NC20301,2014-2016,House,39,,Democrat
Associations Inc. PAC (Associa PAC),"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,09/14/2015,$250.00,N,NC20301,2014-2016,Senate,22,,Democrat
Associations Inc. PAC (Associa PAC),"English, Kalani",CC10140,J. Kalani English Election Committee,09/14/2015,$150.00,N,NC20301,2014-2016,Senate,7,,Democrat
Associations Inc. PAC (Associa PAC),"Espero, William",CC10229,Friends of Will Espero,09/14/2015,$200.00,N,NC20301,2014-2016,Senate,19,,Democrat
Associations Inc. PAC (Associa PAC),"Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,09/14/2015,$100.00,N,NC20301,2014-2016,House,36,,Republican
Associations Inc. PAC (Associa PAC),"Gabbard, Mike",CC10279,Mike Gabbard - State Senate,09/14/2015,$150.00,N,NC20301,2014-2016,Senate,20,,Democrat
Associations Inc. PAC (Associa PAC),"Galuteria, Brickwood",CC10321,Friends For Brickwood,09/14/2015,$150.00,N,NC20301,2014-2016,Senate,12,,Democrat
Associations Inc. PAC (Associa PAC),"Hashem, Mark",CC10626,Friends of Mark Hashem,09/14/2015,$200.00,N,NC20301,2014-2016,House,18,,Democrat
Associations Inc. PAC (Associa PAC),"Johanson, Aaron",CC10612,Friends of Aaron Johanson,09/14/2015,$100.00,N,NC20301,2014-2016,House,31,,Democrat
Associations Inc. PAC (Associa PAC),"Jordan, Jo",CC10803,Friends of Jo Jordan,09/14/2015,$100.00,N,NC20301,2014-2016,House,44,,Democrat
